folders_reporting_id,id,parent_folder_id,name,path,is_root,tags,folder_ids,theme,metadata,address,code,locality,country,region,lat,long,created_at,updated_at,csv_errors,AccountPartyId,AccountStatus,ClientCompanyCode,FolderType,VendorAccountId,VendorId,kit_no,program_code,user_defined_field_1,user_defined_field_2,user_defined_field_3,user_defined_field_4,user_defined_field_5,notification_schema_list,emailURL,ClientCompanyPath,ClientCompanyURL,CompanyName,FAQPage,ParticipantionAgreementUrl,PhoneNumber,ProgramPath,SignupKeyDescription,SupportPage,companyLogo,wronglocation,deviceLocations,primaryColor,primaryTextColor,secondaryColor,secondaryTextColor,showLogo,supportNumber,test,account_number,create_membership,deactive_monnit,attributes_node_status,time_zone_abbreviation,gmt_offset
224,35588,35530,AN119112829,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN119112829/,False,,"4899,35529,35530,35588",{},"{""client_account_number"":""2119112829"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""11"",""program_code"":""1100001"",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":""""}",19112829 Oak St Apt 2829,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2018-11-29 17:32:55,2018-11-29 17:32:55,,,,0277,Participant,,,11,1100001,,,,,,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,2119112829,,,Not Activated,EST,-5.0
225,35589,35530,AN119112830,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN119112830/,False,,"4899,35529,35530,35589",{},"{""client_account_number"":""2119112830"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":""""}",19112830 Oak St Apt 2830,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2018-11-29 17:33:28,2018-11-29 17:33:28,,,,0277,Participant,,,13,1100001,,,,,,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,2119112830,,,Not Activated,EST,-5.0
226,35590,35530,AN119112831,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN119112831/,False,,"4899,35529,35530,35590",{},"{""client_account_number"":""2119112831"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""11"",""program_code"":""1100001"",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":""""}",19112831 Oak St Apt 2831,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2018-11-29 17:34:00,2018-11-29 17:34:00,,,,0277,Participant,,,11,1100001,,,,,,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,2119112831,,,Not Activated,EST,-5.0
227,35591,35530,AN119112832,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN119112832/,False,,"4899,35529,35530,35591",{},"{""client_account_number"":""2119112832"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":""""}",19112832 Oak St Apt 2832,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2018-11-29 17:34:33,2018-11-29 17:34:33,,,,0277,Participant,,,13,1100001,,,,,,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,2119112832,,,Not Activated,EST,-5.0
228,35592,35530,AN119112833,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN119112833/,False,,"4899,35529,35530,35592",{},"{""client_account_number"":""2119112833"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""11"",""program_code"":""1100001"",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":""""}",19112833 Oak St Apt 2833,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2018-11-29 17:35:05,2018-11-29 17:35:05,,,,0277,Participant,,,11,1100001,,,,,,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,2119112833,,,Not Activated,EST,-5.0
229,35593,35530,AN119112834,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN119112834/,False,,"4899,35529,35530,35593",{},"{""client_account_number"":""2119112834"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":""""}",19112834 Oak St Apt 2834,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2018-11-29 17:35:36,2018-11-29 17:35:36,,,,0277,Participant,,,13,1100001,,,,,,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,2119112834,,,Not Activated,EST,-5.0
230,35594,35530,AN119112835,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN119112835/,False,,"4899,35529,35530,35594",{},"{""client_account_number"":""2119112835"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""11"",""program_code"":""1100001"",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":""""}",19112835 Oak St Apt 2835,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2018-11-29 17:36:08,2018-11-29 17:36:08,,,,0277,Participant,,,11,1100001,,,,,,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,2119112835,,,Not Activated,EST,-5.0
231,36853,5032,One State St. Cafe | Showcase,HSBRD/Local Pilots/Restaurants/One State St. Cafe/One State St. Cafe | Showcase/,False,,"4899,5031,5123,5032,36853",{},{},1 State Street,06103,Hartford,USA,CT,41.7659448,-72.6690713,2018-12-12 14:32:46,2018-12-12 14:32:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,EST,-5.0
232,36854,5138,HSB Real Estate | Ed Barry,HSBRD/Local Pilots/Office Buildings/HSB Real Estate | Ed Barry/,False,,"4899,5031,5138,36854",{},{},1 State Street,06103,Hartford,USA,CT,41.7659448,-72.6690713,2018-12-12 14:38:38,2019-01-15 19:15:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,EST,-5.0
233,37374,5215,Kontakt OSS Test,HSBRD/Sandbox/Kontakt OSS Test/,False,,"4899,5215,37374",{},{},One State Street,06103,Hartford,USA,CT,,,2018-12-13 16:22:15,2018-12-13 16:22:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
234,37390,4899,Inventory,HSBRD/Inventory/,False,,"4899,37390",{},{},,,,,,,,2018-12-14 14:35:58,2018-12-14 14:35:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
235,37391,37390,OSS | 13th Floor | IoT Lab,HSBRD/Inventory/OSS | 13th Floor | IoT Lab/,False,,"4899,37390,37391",{},{},,,,,,0.0,0.0,2018-12-14 14:40:27,2019-01-15 18:03:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
236,37392,37390,OSS | 13th Floor | IoT Lab Storage Closet,HSBRD/Inventory/OSS | 13th Floor | IoT Lab Storage Closet/,False,,"4899,37390,37392",{},{},,,,,,0.0,0.0,2018-12-14 14:41:15,2019-01-15 18:04:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
237,37393,37390,IoT Warehouse | Cage,HSBRD/Inventory/IoT Warehouse | Cage/,False,,"4899,37390,37393",{},{},,,,,,,,2018-12-14 14:51:49,2018-12-14 14:51:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
238,37394,37390,IoT Warehouse | Vault,HSBRD/Inventory/IoT Warehouse | Vault/,False,,"4899,37390,37394",{},{},,,,,,,,2018-12-14 14:52:32,2018-12-14 14:52:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
239,37395,37390,IoT Warehouse | Racked Storage,HSBRD/Inventory/IoT Warehouse | Racked Storage/,False,,"4899,37390,37395",{},{},,,,,,,,2018-12-14 14:53:07,2018-12-14 14:53:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
240,37396,37390,OSS | 7th Floor | Storage Closet,HSBRD/Inventory/OSS | 7th Floor | Storage Closet/,False,,"4899,37390,37396",{},{},,,,,,,,2018-12-14 15:15:07,2018-12-14 15:15:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
241,39317,4899,Config Lab - EM7455 Test,HSBRD/Config Lab - EM7455 Test/,False,,"4899,39317",{},{},,,,,,,,2018-12-26 20:14:29,2018-12-26 20:14:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
242,39319,5032,One State St. Cafe | R&D,HSBRD/Local Pilots/Restaurants/One State St. Cafe/One State St. Cafe | R&D/,False,,"4899,5031,5123,5032,39319",{},"{""account_number"":""Pilot HSB Cafeteria"",""vendor_account_id"":""4682"",""vendor_id"":""2""}",1 State Street,06103,Hartford,USA,CT,41.7659448,-72.6690713,2018-12-28 15:34:52,2018-12-28 16:21:15,,,,,,4682,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot HSB Cafeteria,,,No Attribute Node Account Status,EST,-5.0
243,39320,4899,Testing,HSBRD/Testing/,False,,"4899,39320",{},{},,,,,,,,2018-12-28 18:51:17,2018-12-28 18:51:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
244,39375,5215,Ian Playground,HSBRD/Sandbox/Ian Playground/,False,,"4899,5215,39375",{},{},,,,,,,,2019-01-10 19:01:17,2019-01-10 19:01:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
245,39376,39375,EM7455 Gateway Test,HSBRD/Sandbox/Ian Playground/EM7455 Gateway Test/,False,,"4899,5215,39375,39376",{},{},,,,,,,,2019-01-10 19:01:50,2019-01-10 19:01:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
246,39431,5252,Holdridge Retail,HSBRD/Local Pilots/Greenhouses/Holdridge/Holdridge Retail/,False,,"4899,5031,5218,5252,39431",{},"{""account_number"":""Pilot Holdridge Retail"",""vendor_account_id"":""13279"",""vendor_id"":""2""}",749 CT-117,06339,Ledyard,United States,CT,41.4436003,-72.01835,2019-01-15 18:19:36,2019-01-15 18:19:36,,,,,,13279,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Holdridge Retail,,,No Attribute Node Account Status,EST,-5.0
247,39432,5082,Swiss Cleaners (Rockville),HSBRD/Local Pilots/Dry Cleaners/Swiss Cleaners and Uniform Services/Swiss Cleaners (Rockville)/,False,,"4899,5031,5081,5082,39432",{},"{""account_number"":""Pilot Swiss Cleaners - Rockville"",""vendor_account_id"":""8042"",""vendor_id"":""2""}",35 Windsor Avenue,06066,Rockville,USA,CT,41.8667272,-72.468744,2019-01-15 19:29:39,2019-01-15 19:44:49,,,,,,8042,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilot Swiss Cleaners - Rockville,,,No Attribute Node Account Status,EST,-5.0
248,39602,39376,Austin EM 7455 Gateway Test,HSBRD/Sandbox/Ian Playground/EM7455 Gateway Test/Austin EM 7455 Gateway Test/,False,,"4899,5215,39375,39376,39602",{},{},,,,,,,,2019-01-22 21:46:59,2019-01-22 21:46:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
249,39689,4899,Displays & Demonstrations,HSBRD/Displays & Demonstrations/,False,,"4899,39689",{},{},,,,,,,,2019-01-29 15:50:09,2019-01-29 15:50:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
250,39690,39689,Water Display (mashup@HSB),HSBRD/Displays & Demonstrations/Water Display (mashup@HSB)/,False,,"4899,39689,39690","{""companyLogo"":""img/hsb-logo.png"",""emailURL"":""hsbrd.carbon.meshify.com"",""supportNumber"":""860-597-3434""}",{},1 State St,06102,Hartford,United State,CT,41.7659488,-72.67126,2019-01-29 15:51:54,2019-01-30 22:02:52,,,,,,,,,,,,,,,,hsbrd.carbon.meshify.com,,,,,,,,,,img/hsb-logo.png,,,,,,,,860-597-3434,,,,,No Attribute Node Account Status,EST,-5.0
251,39715,4899,KG Test Folder,HSBRD/KG Test Folder/,False,,"4899,39715",{},{},,,,,,,,2019-02-01 13:45:48,2019-02-01 13:45:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
252,39730,19376,HSB Employees,HSBRD/POC/HSB Employees/,False,,"4899,19376,39730","{""ClientCompanyURL"":""https://www.munichre.com/HSB/home/index.html"",""CompanyName"":""HSB Employees"",""PhoneNumber"":""860.722.1866"",""companyLogo"":""img/hsb.jpg""}","{""client_company_code"":""0000"",""folder_type"":""ClientCompany"",""vendor_account_id"":"""",""vendor_id"":""""}",1 State Street,06102,Hartford,USA,CT,0.0,0.0,2019-02-01 17:44:19,2019-03-07 18:13:24,,,,0000,ClientCompany,0,0,,,,,,,,,,,https://www.munichre.com/HSB/home/index.html,HSB Employees,,,860.722.1866,,,,img/hsb.jpg,,,,,,,,,,,,,No Attribute Node Account Status,,
253,39731,39730,Dave Boudah's House,HSBRD/POC/HSB Employees/Dave Boudah's House/,False,,"4899,19376,39730,39731",{},"{""company_code"":""0066"",""first_name"":""David"",""folder_type"":""Participant"",""last_name"":""Boudah"",""phone_number"":""860.722.5212""}",,,,,,0.0,0.0,2019-02-01 17:45:10,2019-02-21 20:21:22,,,,,Participant,,,,,,,,,,,,,,HSB Employees,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
254,39782,39795,Chris Nardellos House,HSBRD/Local Pilots/Wine Cellars/Chris Nardellos House/,False,,"4899,5031,39795,39782",{},{},,,,,,41.88598,-72.919724,2019-02-04 17:56:25,2019-02-07 20:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,EST,-5.0
255,39795,5031,Wine Cellars,HSBRD/Local Pilots/Wine Cellars/,False,,"4899,5031,39795",{},{},,,,,,,,2019-02-05 14:31:45,2019-02-05 14:31:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
256,39852,19376,Whisker Labs,HSBRD/POC/Whisker Labs/,False,,"4899,19376,39852","{""ClientCompanyURL"":"""",""CompanyName"":"""",""PhoneNumber"":"""",""companyLogo"":""""}","{""client_company_code"":"""",""folder_type"":""Program"",""vendor_account_id"":"""",""vendor_id"":""""}",1 State Street,06102,Hartford,USA,CT,0.0,0.0,2019-02-06 13:36:35,2019-02-21 21:36:32,,,,,Program,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Attribute Node Account Status,,
257,40312,35530,AN21190214002,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214002/,False,,"4899,35529,35530,40312",{},"{""client_account_number"":""21190214002"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214002 Oak St Apt 4002,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:25:50,2019-02-14 20:25:50,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214002,,,Not Activated,EST,-5.0
258,40313,35530,AN21190214003,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214003/,False,,"4899,35529,35530,40313",{},"{""client_account_number"":""21190214003"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214003 Oak St Apt 4003,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:29:47,2019-02-14 20:29:47,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214003,,,Not Activated,EST,-5.0
259,40314,35530,AN21190214004,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214004/,False,,"4899,35529,35530,40314",{},"{""client_account_number"":""21190214004"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214004 Oak St Apt 4004,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:30:20,2019-02-14 20:30:20,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214004,,,Not Activated,EST,-5.0
260,40315,35530,AN21190214005,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214005/,False,,"4899,35529,35530,40315",{},"{""client_account_number"":""21190214005"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214005 Oak St Apt 4005,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:30:52,2019-02-14 20:30:52,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214005,,,Not Activated,EST,-5.0
261,40316,35530,AN21190214006,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214006/,False,,"4899,35529,35530,40316",{},"{""client_account_number"":""21190214006"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214006 Oak St Apt 4006,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:31:23,2019-02-14 20:31:23,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214006,,,Not Activated,EST,-5.0
262,40317,35530,AN21190214007,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214007/,False,,"4899,35529,35530,40317",{},"{""client_account_number"":""21190214007"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214007 Oak St Apt 4007,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:31:55,2019-02-14 20:31:55,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214007,,,Not Activated,EST,-5.0
263,40318,35530,AN21190214008,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214008/,False,,"4899,35529,35530,40318",{},"{""client_account_number"":""21190214008"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214008 Oak St Apt 4008,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:32:28,2019-02-14 20:32:28,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214008,,,Not Activated,EST,-5.0
264,40319,35530,AN21190214009,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214009/,False,,"4899,35529,35530,40319",{},"{""client_account_number"":""21190214009"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214009 Oak St Apt 4009,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:33:00,2019-02-14 20:33:00,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214009,,,Not Activated,EST,-5.0
265,40320,35530,AN21190214010,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214010/,False,,"4899,35529,35530,40320",{},"{""client_account_number"":""21190214010"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214010 Oak St Apt 4010,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:33:31,2019-02-14 20:33:31,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214010,,,Not Activated,EST,-5.0
266,40321,4899,Set Seg,HSBRD/Set Seg/,False,,"4899,40321","{""primaryColor"":""#ABC000""}","{""AccountPartyId"":""36408"",""AccountStatus"":""Active"",""ClientCompanyCode"":""1035"",""FolderType"":""ClientCompany"",""VendorAccountId"":""7046"",""VendorId"":""2""}",415W Kalamazoo St,48933,Lansing,USA,MI,,,2019-02-14 20:33:54,2019-02-14 20:34:08,,36408,Active,1035,ClientCompany,7046,2,,,,,,,,,,,,Set Seg,,,,,,,,,,#ABC000,,,,,,,,,,No Attribute Node Account Status,,
267,40322,35530,AN21190214011,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214011/,False,,"4899,35529,35530,40322",{},"{""client_account_number"":""21190214011"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214011 Oak St Apt 4011,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:34:04,2019-02-14 20:34:04,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214011,,,Not Activated,EST,-5.0
268,40323,35530,AN21190214012,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214012/,False,,"4899,35529,35530,40323",{},"{""client_account_number"":""21190214012"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214012 Oak St Apt 4012,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:34:36,2019-02-14 20:34:36,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214012,,,Not Activated,EST,-5.0
269,40324,35530,AN21190214013,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214013/,False,,"4899,35529,35530,40324",{},"{""client_account_number"":""21190214013"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214013 Oak St Apt 4013,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:35:08,2019-02-14 20:35:08,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214013,,,Not Activated,EST,-5.0
270,40325,35530,AN21190214014,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214014/,False,,"4899,35529,35530,40325",{},"{""client_account_number"":""21190214014"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214014 Oak St Apt 4014,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:35:40,2019-02-14 20:35:40,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214014,,,Not Activated,EST,-5.0
271,40326,35530,AN21190214015,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214015/,False,,"4899,35529,35530,40326",{},"{""client_account_number"":""21190214015"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214015 Oak St Apt 4015,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:36:11,2019-02-14 20:36:11,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214015,,,Not Activated,EST,-5.0
272,40327,35530,AN21190214016,HSBRD/Church Mutual Insurance Company/House of Worship Program/AN21190214016/,False,,"4899,35529,35530,40327",{},"{""client_account_number"":""21190214016"",""client_company_code"":""0277"",""folder_type"":""Participant"",""kit_no"":""13"",""program_code"":""1100001"",""user_defined_field_1"":""7:00 p.m."",""user_defined_field_2"":"""",""user_defined_field_3"":""Test"",""user_defined_field_4"":""Test"",""user_defined_field_5"":""Test""}",90214016 Oak St Apt 4016,07304,JERSEY CITY,USA,NJ,40.71783,-74.07291,2019-02-14 20:36:42,2019-02-14 20:36:42,,,,0277,Participant,,,13,1100001,7:00 p.m.,,Test,Test,Test,,,,,Church Mutual Insurance Company,,,,,,,,,,,,,,,,,21190214016,,,Not Activated,EST,-5.0
